classname,path_pos,path_neg,margin,abs_margin,error,z_id,z_flip,z_rot_pos,z_rot_neg,instability
bottle,/home/zju/datasets/mvtec/bottle/test/broken_large/002.png,/home/zju/datasets/mvtec/bottle/test/good/004.png,6.056682586669922,6.056682586669922,0.0,1.0,1.0,1.0,1.0,0.0
bottle,/home/zju/datasets/mvtec/bottle/test/broken_large/002.png,/home/zju/datasets/mvtec/bottle/test/good/005.png,6.06788444519043,6.06788444519043,0.0,1.0,1.0,1.0,1.0,0.0
bottle,/home/zju/datasets/mvtec/bottle/test/broken_large/002.png,/home/zju/datasets/mvtec/bottle/test/good/006.png,5.75501823425293,5.75501823425293,0.0,1.0,1.0,1.0,1.0,0.0
bottle,/home/zju/datasets/mvtec/bottle/test/broken_large/002.png,/home/zju/datasets/mvtec/bottle/test/good/007.png,5.84770393371582,5.84770393371582,0.0,1.0,1.0,1.0,1.0,0.0
bottle,/home/zju/datasets/mvtec/bottle/test/broken_large/002.png,/home/zju/datasets/mvtec/bottle/test/good/008.png,5.91705322265625,5.91705322265625,0.0,1.0,1.0,1.0,1.0,0.0
bottle,/home/zju/datasets/mvtec/bottle/test/broken_large/002.png,/home/zju/datasets/mvtec/bottle/test/good/009.png,5.323266983032227,5.323266983032227,0.0,1.0,1.0,1.0,1.0,0.0
bottle,/home/zju/datasets/mvtec/bottle/test/broken_large/002.png,/home/zju/datasets/mvtec/bottle/test/good/010.png,5.80659294128418,5.80659294128418,0.0,1.0,1.0,1.0,1.0,0.0
bottle,/home/zju/datasets/mvtec/bottle/test/broken_large/002.png,/home/zju/datasets/mvtec/bottle/test/good/011.png,5.982316970825195,5.982316970825195,0.0,1.0,1.0,1.0,1.0,0.0
bottle,/home/zju/datasets/mvtec/bottle/test/broken_large/002.png,/home/zju/datasets/mvtec/bottle/test/good/012.png,5.6724853515625,5.6724853515625,0.0,1.0,1.0,1.0,1.0,0.0
bottle,/home/zju/datasets/mvtec/bottle/test/broken_large/002.png,/home/zju/datasets/mvtec/bottle/test/good/013.png,5.927609443664551,5.927609443664551,0.0,1.0,1.0,1.0,1.0,0.0
bottle,/home/zju/datasets/mvtec/bottle/test/broken_large/002.png,/home/zju/datasets/mvtec/bottle/test/good/014.png,5.9098052978515625,5.9098052978515625,0.0,1.0,1.0,1.0,1.0,0.0
bottle,/home/zju/datasets/mvtec/bottle/test/broken_large/002.png,/home/zju/datasets/mvtec/bottle/test/good/015.png,5.1982269287109375,5.1982269287109375,0.0,1.0,1.0,1.0,1.0,0.0
bottle,/home/zju/datasets/mvtec/bottle/test/broken_large/002.png,/home/zju/datasets/mvtec/bottle/test/good/016.png,5.853727340698242,5.853727340698242,0.0,1.0,1.0,1.0,1.0,0.0
bottle,/home/zju/datasets/mvtec/bottle/test/broken_large/002.png,/home/zju/datasets/mvtec/bottle/test/good/017.png,5.962991714477539,5.962991714477539,0.0,1.0,1.0,1.0,1.0,0.0
bottle,/home/zju/datasets/mvtec/bottle/test/broken_large/002.png,/home/zju/datasets/mvtec/bottle/test/good/018.png,5.730985641479492,5.730985641479492,0.0,1.0,1.0,1.0,1.0,0.0
bottle,/home/zju/datasets/mvtec/bottle/test/broken_large/002.png,/home/zju/datasets/mvtec/bottle/test/good/019.png,5.517185211181641,5.517185211181641,0.0,1.0,1.0,1.0,1.0,0.0
bottle,/home/zju/datasets/mvtec/bottle/test/broken_large/003.png,/home/zju/datasets/mvtec/bottle/test/good/000.png,6.429839134216308,6.429839134216308,0.0,1.0,1.0,1.0,1.0,0.0
bottle,/home/zju/datasets/mvtec/bottle/test/broken_large/003.png,/home/zju/datasets/mvtec/bottle/test/good/001.png,5.500178337097166,5.500178337097166,0.0,1.0,1.0,1.0,1.0,0.0
bottle,/home/zju/datasets/mvtec/bottle/test/broken_large/003.png,/home/zju/datasets/mvtec/bottle/test/good/002.png,6.234146118164062,6.234146118164062,0.0,1.0,1.0,1.0,1.0,0.0
bottle,/home/zju/datasets/mvtec/bottle/test/broken_large/003.png,/home/zju/datasets/mvtec/bottle/test/good/003.png,6.675135612487792,6.675135612487792,0.0,1.0,1.0,1.0,1.0,0.0
bottle,/home/zju/datasets/mvtec/bottle/test/broken_large/003.png,/home/zju/datasets/mvtec/bottle/test/good/004.png,6.598408699035644,6.598408699035644,0.0,1.0,1.0,1.0,1.0,0.0
bottle,/home/zju/datasets/mvtec/bottle/test/broken_large/003.png,/home/zju/datasets/mvtec/bottle/test/good/005.png,6.6096105575561515,6.6096105575561515,0.0,1.0,1.0,1.0,1.0,0.0
bottle,/home/zju/datasets/mvtec/bottle/test/broken_large/003.png,/home/zju/datasets/mvtec/bottle/test/good/006.png,6.2967443466186515,6.2967443466186515,0.0,1.0,1.0,1.0,1.0,0.0
bottle,/home/zju/datasets/mvtec/bottle/test/broken_large/003.png,/home/zju/datasets/mvtec/bottle/test/good/007.png,6.389430046081542,6.389430046081542,0.0,1.0,1.0,1.0,1.0,0.0
bottle,/home/zju/datasets/mvtec/bottle/test/broken_large/003.png,/home/zju/datasets/mvtec/bottle/test/good/008.png,6.458779335021972,6.458779335021972,0.0,1.0,1.0,1.0,1.0,0.0
bottle,/home/zju/datasets/mvtec/bottle/test/broken_large/003.png,/home/zju/datasets/mvtec/bottle/test/good/009.png,5.864993095397948,5.864993095397948,0.0,1.0,1.0,1.0,1.0,0.0
bottle,/home/zju/datasets/mvtec/bottle/test/broken_large/003.png,/home/zju/datasets/mvtec/bottle/test/good/010.png,6.3483190536499015,6.3483190536499015,0.0,1.0,1.0,1.0,1.0,0.0
bottle,/home/zju/datasets/mvtec/bottle/test/broken_large/003.png,/home/zju/datasets/mvtec/bottle/test/good/011.png,6.524043083190917,6.524043083190917,0.0,1.0,1.0,1.0,1.0,0.0
bottle,/home/zju/datasets/mvtec/bottle/test/broken_large/003.png,/home/zju/datasets/mvtec/bottle/test/good/012.png,6.214211463928222,6.214211463928222,0.0,1.0,1.0,1.0,1.0,0.0
bottle,/home/zju/datasets/mvtec/bottle/test/broken_large/003.png,/home/zju/datasets/mvtec/bottle/test/good/013.png,6.4693355560302725,6.4693355560302725,0.0,1.0,1.0,1.0,1.0,0.0
bottle,/home/zju/datasets/mvtec/bottle/test/broken_large/003.png,/home/zju/datasets/mvtec/bottle/test/good/014.png,6.451531410217284,6.451531410217284,0.0,1.0,1.0,1.0,1.0,0.0
bottle,/home/zju/datasets/mvtec/bottle/test/broken_large/003.png,/home/zju/datasets/mvtec/bottle/test/good/015.png,5.739953041076659,5.739953041076659,0.0,1.0,1.0,1.0,1.0,0.0
bottle,/home/zju/datasets/mvtec/bottle/test/broken_large/003.png,/home/zju/datasets/mvtec/bottle/test/good/016.png,6.395453453063964,6.395453453063964,0.0,1.0,1.0,1.0,1.0,0.0
bottle,/home/zju/datasets/mvtec/bottle/test/broken_large/003.png,/home/zju/datasets/mvtec/bottle/test/good/017.png,6.504717826843261,6.504717826843261,0.0,1.0,1.0,1.0,1.0,0.0
bottle,/home/zju/datasets/mvtec/bottle/test/broken_large/003.png,/home/zju/datasets/mvtec/bottle/test/good/018.png,6.272711753845214,6.272711753845214,0.0,1.0,1.0,1.0,1.0,0.0
bottle,/home/zju/datasets/mvtec/bottle/test/broken_large/003.png,/home/zju/datasets/mvtec/bottle/test/good/019.png,6.058911323547362,6.058911323547362,0.0,1.0,1.0,1.0,1.0,0.0
bottle,/home/zju/datasets/mvtec/bottle/test/broken_large/004.png,/home/zju/datasets/mvtec/bottle/test/good/000.png,8.052563667297363,8.052563667297363,0.0,1.0,1.0,1.0,1.0,0.0
bottle,/home/zju/datasets/mvtec/bottle/test/broken_large/004.png,/home/zju/datasets/mvtec/bottle/test/good/001.png,7.122902870178223,7.122902870178223,0.0,1.0,1.0,1.0,1.0,0.0
bottle,/home/zju/datasets/mvtec/bottle/test/broken_large/004.png,/home/zju/datasets/mvtec/bottle/test/good/002.png,7.856870651245117,7.856870651245117,0.0,1.0,1.0,1.0,1.0,0.0
bottle,/home/zju/datasets/mvtec/bottle/test/broken_large/004.png,/home/zju/datasets/mvtec/bottle/test/good/003.png,8.297860145568848,8.297860145568848,0.0,1.0,1.0,1.0,1.0,0.0
bottle,/home/zju/datasets/mvtec/bottle/test/broken_large/004.png,/home/zju/datasets/mvtec/bottle/test/good/004.png,8.2211332321167,8.2211332321167,0.0,1.0,1.0,1.0,1.0,0.0
bottle,/home/zju/datasets/mvtec/bottle/test/broken_large/004.png,/home/zju/datasets/mvtec/bottle/test/good/005.png,8.232335090637207,8.232335090637207,0.0,1.0,1.0,1.0,1.0,0.0
bottle,/home/zju/datasets/mvtec/bottle/test/broken_large/004.png,/home/zju/datasets/mvtec/bottle/test/good/006.png,7.919468879699707,7.919468879699707,0.0,1.0,1.0,1.0,1.0,0.0
bottle,/home/zju/datasets/mvtec/bottle/test/broken_large/004.png,/home/zju/datasets/mvtec/bottle/test/good/007.png,8.012154579162598,8.012154579162598,0.0,1.0,1.0,1.0,1.0,0.0
bottle,/home/zju/datasets/mvtec/bottle/test/broken_large/004.png,/home/zju/datasets/mvtec/bottle/test/good/008.png,8.081503868103027,8.081503868103027,0.0,1.0,1.0,1.0,1.0,0.0
bottle,/home/zju/datasets/mvtec/bottle/test/broken_large/004.png,/home/zju/datasets/mvtec/bottle/test/good/009.png,7.487717628479004,7.487717628479004,0.0,1.0,1.0,1.0,1.0,0.0
bottle,/home/zju/datasets/mvtec/bottle/test/broken_large/004.png,/home/zju/datasets/mvtec/bottle/test/good/010.png,7.971043586730957,7.971043586730957,0.0,1.0,1.0,1.0,1.0,0.0
bottle,/home/zju/datasets/mvtec/bottle/test/broken_large/004.png,/home/zju/datasets/mvtec/bottle/test/good/011.png,8.146767616271973,8.146767616271973,0.0,1.0,1.0,1.0,1.0,0.0
bottle,/home/zju/datasets/mvtec/bottle/test/broken_large/004.png,/home/zju/datasets/mvtec/bottle/test/good/012.png,7.836935997009277,7.836935997009277,0.0,1.0,1.0,1.0,1.0,0.0
bottle,/home/zju/datasets/mvtec/bottle/test/broken_large/004.png,/home/zju/datasets/mvtec/bottle/test/good/013.png,8.092060089111328,8.092060089111328,0.0,1.0,1.0,1.0,1.0,0.0
bottle,/home/zju/datasets/mvtec/bottle/test/broken_large/004.png,/home/zju/datasets/mvtec/bottle/test/good/014.png,8.07425594329834,8.07425594329834,0.0,1.0,1.0,1.0,1.0,0.0
bottle,/home/zju/datasets/mvtec/bottle/test/broken_large/004.png,/home/zju/datasets/mvtec/bottle/test/good/015.png,7.362677574157715,7.362677574157715,0.0,1.0,1.0,1.0,1.0,0.0
bottle,/home/zju/datasets/mvtec/bottle/test/broken_large/004.png,/home/zju/datasets/mvtec/bottle/test/good/016.png,8.01817798614502,8.01817798614502,0.0,1.0,1.0,1.0,1.0,0.0
bottle,/home/zju/datasets/mvtec/bottle/test/broken_large/004.png,/home/zju/datasets/mvtec/bottle/test/good/017.png,8.127442359924316,8.127442359924316,0.0,1.0,1.0,1.0,1.0,0.0
bottle,/home/zju/datasets/mvtec/bottle/test/broken_large/004.png,/home/zju/datasets/mvtec/bottle/test/good/018.png,7.8954362869262695,7.8954362869262695,0.0,1.0,1.0,1.0,1.0,0.0
bottle,/home/zju/datasets/mvtec/bottle/test/broken_large/004.png,/home/zju/datasets/mvtec/bottle/test/good/019.png,7.681635856628418,7.681635856628418,0.0,1.0,1.0,1.0,1.0,0.0
bottle,/home/zju/datasets/mvtec/bottle/test/broken_large/005.png,/home/zju/datasets/mvtec/bottle/test/good/000.png,5.509493827819824,5.509493827819824,0.0,1.0,1.0,1.0,1.0,0.0
bottle,/home/zju/datasets/mvtec/bottle/test/broken_large/005.png,/home/zju/datasets/mvtec/bottle/test/good/001.png,4.579833030700684,4.579833030700684,0.0,1.0,1.0,1.0,1.0,0.0
bottle,/home/zju/datasets/mvtec/bottle/test/broken_large/005.png,/home/zju/datasets/mvtec/bottle/test/good/002.png,5.313800811767578,5.313800811767578,0.0,1.0,1.0,1.0,1.0,0.0
bottle,/home/zju/datasets/mvtec/bottle/test/broken_large/005.png,/home/zju/datasets/mvtec/bottle/test/good/003.png,5.754790306091309,5.754790306091309,0.0,1.0,1.0,1.0,1.0,0.0
bottle,/home/zju/datasets/mvtec/bottle/test/broken_large/005.png,/home/zju/datasets/mvtec/bottle/test/good/004.png,5.67806339263916,5.67806339263916,0.0,1.0,1.0,1.0,1.0,0.0
bottle,/home/zju/datasets/mvtec/bottle/test/broken_large/005.png,/home/zju/datasets/mvtec/bottle/test/good/005.png,5.689265251159668,5.689265251159668,0.0,1.0,1.0,1.0,1.0,0.0
bottle,/home/zju/datasets/mvtec/bottle/test/broken_large/005.png,/home/zju/datasets/mvtec/bottle/test/good/006.png,5.376399040222168,5.376399040222168,0.0,1.0,1.0,1.0,1.0,0.0
bottle,/home/zju/datasets/mvtec/bottle/test/broken_large/005.png,/home/zju/datasets/mvtec/bottle/test/good/007.png,5.469084739685059,5.469084739685059,0.0,1.0,1.0,1.0,1.0,0.0
bottle,/home/zju/datasets/mvtec/bottle/test/broken_large/005.png,/home/zju/datasets/mvtec/bottle/test/good/008.png,5.538434028625488,5.538434028625488,0.0,1.0,1.0,1.0,1.0,0.0
bottle,/home/zju/datasets/mvtec/bottle/test/broken_large/005.png,/home/zju/datasets/mvtec/bottle/test/good/009.png,4.944647789001465,4.944647789001465,0.0,1.0,1.0,1.0,1.0,0.0
bottle,/home/zju/datasets/mvtec/bottle/test/broken_large/005.png,/home/zju/datasets/mvtec/bottle/test/good/010.png,5.427973747253418,5.427973747253418,0.0,1.0,1.0,1.0,1.0,0.0
bottle,/home/zju/datasets/mvtec/bottle/test/broken_large/005.png,/home/zju/datasets/mvtec/bottle/test/good/011.png,5.603697776794434,5.603697776794434,0.0,1.0,1.0,1.0,1.0,0.0
bottle,/home/zju/datasets/mvtec/bottle/test/broken_large/005.png,/home/zju/datasets/mvtec/bottle/test/good/012.png,5.293866157531738,5.293866157531738,0.0,1.0,1.0,1.0,1.0,0.0
bottle,/home/zju/datasets/mvtec/bottle/test/broken_large/005.png,/home/zju/datasets/mvtec/bottle/test/good/013.png,5.548990249633789,5.548990249633789,0.0,1.0,1.0,1.0,1.0,0.0
bottle,/home/zju/datasets/mvtec/bottle/test/broken_large/005.png,/home/zju/datasets/mvtec/bottle/test/good/014.png,5.531186103820801,5.531186103820801,0.0,1.0,1.0,1.0,1.0,0.0
bottle,/home/zju/datasets/mvtec/bottle/test/broken_large/005.png,/home/zju/datasets/mvtec/bottle/test/good/015.png,4.819607734680176,4.819607734680176,0.0,1.0,1.0,1.0,1.0,0.0
bottle,/home/zju/datasets/mvtec/bottle/test/broken_large/005.png,/home/zju/datasets/mvtec/bottle/test/good/016.png,5.4751081466674805,5.4751081466674805,0.0,1.0,1.0,1.0,1.0,0.0
bottle,/home/zju/datasets/mvtec/bottle/test/broken_large/005.png,/home/zju/datasets/mvtec/bottle/test/good/017.png,5.584372520446777,5.584372520446777,0.0,1.0,1.0,1.0,1.0,0.0
bottle,/home/zju/datasets/mvtec/bottle/test/broken_large/005.png,/home/zju/datasets/mvtec/bottle/test/good/018.png,5.3523664474487305,5.3523664474487305,0.0,1.0,1.0,1.0,1.0,0.0
bottle,/home/zju/datasets/mvtec/bottle/test/broken_large/005.png,/home/zju/datasets/mvtec/bottle/test/good/019.png,5.138566017150879,5.138566017150879,0.0,1.0,1.0,1.0,1.0,0.0
bottle,/home/zju/datasets/mvtec/bottle/test/broken_large/006.png,/home/zju/datasets/mvtec/bottle/test/good/000.png,7.43937873840332,7.43937873840332,0.0,1.0,1.0,1.0,1.0,0.0
bottle,/home/zju/datasets/mvtec/bottle/test/broken_large/006.png,/home/zju/datasets/mvtec/bottle/test/good/001.png,6.50971794128418,6.50971794128418,0.0,1.0,1.0,1.0,1.0,0.0
bottle,/home/zju/datasets/mvtec/bottle/test/broken_large/006.png,/home/zju/datasets/mvtec/bottle/test/good/002.png,7.243685722351074,7.243685722351074,0.0,1.0,1.0,1.0,1.0,0.0
bottle,/home/zju/datasets/mvtec/bottle/test/broken_large/006.png,/home/zju/datasets/mvtec/bottle/test/good/003.png,7.684675216674805,7.684675216674805,0.0,1.0,1.0,1.0,1.0,0.0
bottle,/home/zju/datasets/mvtec/bottle/test/broken_large/006.png,/home/zju/datasets/mvtec/bottle/test/good/004.png,7.607948303222656,7.607948303222656,0.0,1.0,1.0,1.0,1.0,0.0
bottle,/home/zju/datasets/mvtec/bottle/test/broken_large/006.png,/home/zju/datasets/mvtec/bottle/test/good/005.png,7.619150161743164,7.619150161743164,0.0,1.0,1.0,1.0,1.0,0.0
bottle,/home/zju/datasets/mvtec/bottle/test/broken_large/006.png,/home/zju/datasets/mvtec/bottle/test/good/006.png,7.306283950805664,7.306283950805664,0.0,1.0,1.0,1.0,1.0,0.0
bottle,/home/zju/datasets/mvtec/bottle/test/broken_large/006.png,/home/zju/datasets/mvtec/bottle/test/good/007.png,7.398969650268555,7.398969650268555,0.0,1.0,1.0,1.0,1.0,0.0
bottle,/home/zju/datasets/mvtec/bottle/test/broken_large/006.png,/home/zju/datasets/mvtec/bottle/test/good/008.png,7.468318939208984,7.468318939208984,0.0,1.0,1.0,1.0,1.0,0.0
bottle,/home/zju/datasets/mvtec/bottle/test/broken_large/006.png,/home/zju/datasets/mvtec/bottle/test/good/009.png,6.874532699584961,6.874532699584961,0.0,1.0,1.0,1.0,1.0,0.0
bottle,/home/zju/datasets/mvtec/bottle/test/broken_large/006.png,/home/zju/datasets/mvtec/bottle/test/good/010.png,7.357858657836914,7.357858657836914,0.0,1.0,1.0,1.0,1.0,0.0
bottle,/home/zju/datasets/mvtec/bottle/test/broken_large/006.png,/home/zju/datasets/mvtec/bottle/test/good/011.png,7.53358268737793,7.53358268737793,0.0,1.0,1.0,1.0,1.0,0.0
bottle,/home/zju/datasets/mvtec/bottle/test/broken_large/006.png,/home/zju/datasets/mvtec/bottle/test/good/012.png,7.223751068115234,7.223751068115234,0.0,1.0,1.0,1.0,1.0,0.0
bottle,/home/zju/datasets/mvtec/bottle/test/broken_large/006.png,/home/zju/datasets/mvtec/bottle/test/good/013.png,7.478875160217285,7.478875160217285,0.0,1.0,1.0,1.0,1.0,0.0
bottle,/home/zju/datasets/mvtec/bottle/test/broken_large/006.png,/home/zju/datasets/mvtec/bottle/test/good/014.png,7.461071014404297,7.461071014404297,0.0,1.0,1.0,1.0,1.0,0.0
bottle,/home/zju/datasets/mvtec/bottle/test/broken_large/006.png,/home/zju/datasets/mvtec/bottle/test/good/015.png,6.749492645263672,6.749492645263672,0.0,1.0,1.0,1.0,1.0,0.0
bottle,/home/zju/datasets/mvtec/bottle/test/broken_large/006.png,/home/zju/datasets/mvtec/bottle/test/good/016.png,7.404993057250977,7.404993057250977,0.0,1.0,1.0,1.0,1.0,0.0
